review_id,author,recommendation,stars,confirmed,date,content,advantages,disadvantages
Brak ID,D.,Brak rekomendacji,Brak oceny,Nie,2021-05-10 09:12:20,Jaka jest najmniejsza ilość obrotów?,[],[]
18902798,Brak autora,Brak rekomendacji,Brak oceny,Nie,Brak daty,"Pralka Whirlpool FFL 6038 B PL zyskała uznanie użytkowników za estetyczny design i efektywność prania. Chwalona jest również za cichą pracę oraz interesujące programy, co podnosi komfort użytkowania. Niemniej jednak, kilka osób zgłosiło brak wyświetlacza z czasem pozostałym do końca programu jako mały minus, co nie wpływa jednak na ogólnie pozytywne odczucia związane z zakupem.","['Ładowność', 'Efektywność', 'Funkcjonalność', 'Głośność pracy', 'Zużycie energii']",['Głośność pracy']
14222240,j...5,Polecam,5/5,Tak,2021-04-02 10:58:46,"Bardzo ładny design,przejrzyste funkcję, działa super cicho.Jestem zadowolona",[],[]
13958067,t...1,Polecam,5/5,Tak,2021-02-15 15:10:52,Pralkę mam zaledwie tydzień ale ponieważ poprzednia zepsuła się na gwarancji ten czas był bardzo pracowity. Jestem bardzo zadowolona z efektów prania. Polecam. Zaznaczam że ze zwrotem zepsutej pralki i zwrotem gotówki walczę z innym sklepem internetowym.,"['efektywność', 'funkcjonalność', 'głośność pracy', 'ładowność', 'stabilność pracy', 'zużycie energii']",[]
14081648,m...z,Polecam,5/5,Tak,2021-03-09 12:35:46,"Pralkę mam od kilku dni, spełnia moje oczekiwania. Ładnie wypiera, ma ciekawe programy. Mogłaby być cichsza przy wirowaniu. Moja 10 letnia pralka mimo wszystko miała lepszą kulturę pracy","['efektywność', 'ładowność', 'zużycie energii']",['głośność pracy']
15942254,d...0,Polecam,4/5,Tak,2022-04-10 10:23:17,"Pralka jak pralka , kupiona nie odpalona , pisało w parametrach wyświetlacz , lecz brak wyświetlacza który pokazuje czas prania i to jest jeden minus","['efektywność', 'głośność pracy', 'ładowność', 'zużycie energii']",[]
17688421,d...x,Polecam,4/5,Tak,2023-07-08 08:25:44,"Chyba ok, jeszcze nie prane, ma minus to że blat na pralce nie wystaje do tyłu. Po dosunięciu pralki do ściany 1,5 cm szpara","['efektywność', 'głośność pracy', 'ładowność', 'zużycie energii']",[]
17114310,d...a,Polecam,5/5,Tak,2023-02-07 16:54:02,"Pralka wygląda super ,mam ją od wczoraj ,jeszcze jej nie przetestowałam","['funkcjonalność', 'głośność pracy', 'ładowność']",[]
15233481,j...a,Polecam,5/5,Tak,2021-11-19 21:45:03,jedyny minus brak wyświetlacza ile czasu do końca programu zostało,[],[]
17443236,M...9,Polecam,4/5,Tak,2023-04-25 20:04:31,"Pralka ok, wada brak zegara wysletlajacego czas pracy do końca","['efektywność', 'głośność pracy', 'ładowność', 'zużycie energii']",[]
16580490,m...5,Polecam,"4,5/5",Tak,2022-09-30 13:41:08,Cicho chodzi ładnie się prezentuje jestem zadowolona,[],[]
14479031,t...9,Polecam,5/5,Tak,2021-05-19 09:40:45,"to bardzo estetyczne, skuteczne i stabilne urządzeni","['efektywność', 'funkcjonalność', 'głośność pracy', 'ładowność', 'stabilność pracy', 'zużycie energii']",[]
Brak ID,Barbara,Brak rekomendacji,Brak oceny,Nie,2023-07-25 20:01:42,"Jak ustawić programator, żeby pralka tylko wirowała?",[],[]
Brak ID,Przemek,Brak rekomendacji,Brak oceny,Nie,2022-02-02 15:08:24,Jakie są pełne wymiary pralki po uwzględnieniu wszystkich elementów odstających?,[],[]
Brak ID,D.,Brak rekomendacji,Brak oceny,Nie,2021-05-10 09:12:20,Jaka jest najmniejsza ilość obrotów?,[],[]
